iter	Passed	Remaining
487	488	512
488	488	510
489	489	509
490	490	508
491	491	506
492	491	505
493	492	504
494	493	503
495	494	502
496	495	501
497	495	499
498	496	498
499	497	497
500	498	496
501	498	494
502	499	493
503	500	492
504	500	490
505	501	489
506	502	488
507	503	487
508	503	486
509	504	484
510	505	483
511	506	482
512	506	481
513	507	480
514	508	478
515	509	477
516	509	476
517	510	475
518	511	474
519	512	472
520	513	471
521	513	470
522	514	469
523	515	468
524	516	466
525	516	465
526	517	464
527	518	463
528	518	462
529	519	460
530	520	459
531	521	458
532	521	457
533	522	456
534	523	454
535	523	453
536	524	452
537	525	451
538	525	449
539	526	448
540	527	447
541	528	446
542	528	445
543	529	443
544	530	442
545	531	441
546	531	440
547	532	439
548	533	437
549	533	436
550	534	435
551	535	434
552	536	433
553	536	432
554	537	431
555	538	429
556	539	428
557	539	427
558	540	426
559	541	425
560	541	423
561	542	422
562	543	421
563	543	420
564	544	419
565	545	418
566	545	416
567	546	415
568	547	414
569	548	413
570	548	412
571	549	411
572	550	410
573	550	408
574	551	407
575	552	406
576	552	405
577	553	404
578	554	403
579	555	401
580	555	400
581	556	399
582	557	398
583	557	397
584	558	396
585	559	395
586	559	393
587	560	392
588	561	391
589	562	390
590	562	389
591	563	388
592	564	387
593	565	386
594	565	385
595	566	384
596	567	382
597	567	381
598	568	380
599	569	379
600	570	378
601	570	377
602	571	376
603	572	375
604	572	374
605	573	372
606	574	371
607	575	370
608	575	369
609	576	368
610	577	367
611	577	366
612	578	365
613	579	364
614	579	362
615	580	361
616	581	360
617	582	359
618	582	358
619	583	357
620	584	356
621	584	355
622	585	354
623	586	353
624	586	352
625	587	351
626	588	349
627	588	348
628	589	347
629	590	346
630	591	345
631	592	344
632	592	343
633	593	342
634	594	341
635	594	340
636	595	339
637	596	338
638	596	337
639	597	336
640	598	335
641	599	334
642	599	333
643	600	332
644	601	330
645	602	329
646	602	328
647	603	327
648	604	326
649	604	325
650	605	324
651	606	323
652	607	322
653	607	321
654	608	320
655	609	319
656	610	318
657	610	317
658	611	316
659	612	315
660	612	314
661	613	313
662	614	312
663	614	311
664	615	310
665	616	309
666	617	308
667	617	307
668	618	306
669	619	305
670	620	304
671	620	303
672	621	301
673	622	300
674	622	299
675	623	298
676	624	297
677	624	296
678	625	295
679	626	294
680	626	293
681	627	292
682	628	291
683	629	290
684	629	289
685	630	288
686	631	287
687	631	286
688	632	285
689	633	284
690	633	283
691	634	282
692	635	281
693	636	280
694	636	279
695	637	278
696	638	277
697	638	276
698	639	275
699	640	274
700	640	273
701	641	272
702	642	271
703	643	270
704	643	269
705	644	268
706	645	267
707	646	266
708	646	265
709	647	264
710	648	263
711	649	262
712	650	261
713	650	260
714	651	259
715	652	258
716	652	257
717	653	256
718	654	255
719	655	254
720	655	253
721	656	252
722	657	251
723	657	250
724	658	249
725	659	248
726	659	247
727	660	246
728	661	245
729	662	244
730	663	244
731	663	243
732	664	242
733	665	241
734	665	240
735	666	239
736	667	238
737	667	237
738	668	236
739	669	235
740	670	234
741	670	233
742	671	232
743	672	231
744	672	230
745	673	229
746	674	228
747	675	227
748	675	226
749	676	225
750	677	224
751	678	223
752	679	222
753	680	221
754	681	220
755	681	220
756	682	219
757	683	218
758	684	217
759	684	216
760	685	215
761	686	214
762	687	213
763	687	212
764	688	211
765	689	210
766	690	209
767	691	208
768	692	207
769	692	206
770	693	205
771	694	205
772	695	204
773	695	203
774	696	202
775	698	201
776	698	200
777	699	199
778	700	198
779	701	197
780	701	196
781	702	195
782	703	195
783	704	194
784	705	193
785	706	192
786	707	191
787	708	190
788	708	189
789	709	188
790	710	187
791	711	186
792	711	185
793	712	184
794	713	183
795	714	183
796	715	182
797	715	181
798	716	180
799	717	179
800	718	178
801	719	177
802	719	176
803	720	175
804	721	174
805	721	173
806	722	172
807	723	171
808	724	171
809	725	170
810	725	169
811	726	168
812	727	167
813	728	166
814	728	165
815	729	164
816	730	163
817	731	162
818	732	161
819	733	160
820	734	160
821	735	159
822	735	158
823	736	157
824	737	156
825	738	155
826	739	154
827	739	153
828	740	152
829	741	151
830	742	151
831	743	150
832	744	149
833	745	148
834	746	147
835	746	146
836	747	145
837	748	144
838	749	143
839	749	142
840	750	141
841	751	141
842	752	140
843	752	139
844	753	138
845	754	137
846	754	136
847	755	135
848	756	134
849	756	133
850	757	132
851	758	131
852	759	130
853	760	129
854	761	129
855	761	128
856	762	127
857	763	126
858	763	125
859	764	124
860	765	123
861	766	122
862	767	121
863	767	120
864	768	119
865	769	119
866	770	118
867	771	117
868	771	116
869	772	115
870	773	114
871	774	113
872	774	112
873	775	111
874	776	110
875	777	110
876	778	109
877	778	108
878	779	107
879	780	106
880	781	105
881	781	104
882	782	103
883	783	102
884	784	101
885	784	100
886	785	100
887	786	99
888	787	98
889	788	97
890	788	96
891	789	95
892	790	94
893	790	93
894	791	92
895	792	91
896	793	91
897	793	90
898	794	89
899	795	88
900	796	87
901	796	86
902	797	85
903	798	84
904	798	83
905	799	82
906	800	82
907	800	81
908	801	80
909	802	79
910	803	78
911	803	77
912	804	76
913	805	75
914	806	74
915	806	73
916	807	73
917	808	72
918	808	71
919	809	70
920	810	69
921	811	68
922	812	67
923	812	66
924	813	65
925	814	65
926	815	64
927	816	63
928	817	62
929	817	61
930	818	60
931	819	59
932	820	58
933	820	58
934	821	57
935	822	56
936	823	55
937	823	54
938	824	53
939	825	52
940	826	51
941	827	50
942	827	50
943	828	49
944	829	48
945	830	47
946	831	46
947	831	45
948	832	44
949	833	43
950	833	42
951	834	42
952	835	41
953	836	40
954	837	39
955	837	38
956	838	37
957	840	36
958	841	35
959	842	35
960	842	34
961	843	33
962	844	32
963	844	31
964	845	30
965	846	29
966	847	28
967	848	28
968	848	27
969	849	26
970	850	25
971	850	24
972	851	23
973	852	22
974	853	21
975	853	20
976	854	20
977	855	19
978	856	18
979	856	17
980	857	16
981	858	15
982	859	14
983	859	13
984	860	13
985	861	12
986	861	11
987	862	10
988	863	9
989	863	8
990	864	7
991	865	6
992	866	6
993	866	5
994	867	4
995	868	3
996	869	2
997	869	1
998	870	0
999	871	0
